386998,3413,
388539,3420,
387986,3302,
388199,2005,
388613,3411,
387848,0102,
385439,0045,
378411,3402,
387948,3305,
388294,3309,
388303,3414,
387124,3312,
387719,3418,
388754,3406,
388285,3305,
388294,3309,
388564,3422,
388294,3303,
388787,3304,
388303,3427,
388657,3311,
387396,3308,
386390,3304,
002954,0009,
388907,3309,
388907,3313,
383987,3415,
387912,3303,
384405,3305,
384517,3301,
387948,3302,
387717,3312,
388908,3424,
387805,3312,
388641,3418,
387929,3303,
387178,3406,
388660,3312,
386638,3311,
388680,1001,
388314,3303,
388177,0139,
387541,3307,
388906,3304,
388927,3305,
179937,3409,
387406,3412,
388884,3309,
388946,3308,
387620,3302,
387540,0040,
388314,3303,
388126,3405,
386970,3315,
388412,3308,
386897,0148,
387620,3312,
386923,1008,
385286,3304,
388237,3302,
388135,3401,
386370,3416,
384405,3305,
388824,3306,
383598,3308,
384377,3307,
388303,3427,
388701,3308,
388521,3307,
384889,3411,
388336,3313,
387153,0062,
388703,0104,
386998,3413,
388336,3313,
386865,0056,
380493,1007,
387223,3314,
364909,2000,
388264,3411,
388689,3312,
384723,0091,
387794,3303,
387805,0047,
387717,3312,
387014,3311,
386299,3417,
387223,3314,
388414,3314,
384517,3309,
387583,3414,
387948,3305,
387948,3302,
387745,3308,
386167,3304,
388262,3412,
388958,3306,
387809,3408,
386167,3420,
388268,3309,
386638,3313,
387719,3304,
388687,3312,
387948,3305,
388541,3303,
388264,3411,
387725,0090,
388917,3305,
387223,3314,
002792,3318,
388126,3405,
387771,0171,
386977,1060,
383657,3305,
356330,3302,
388300,3316,
384405,3305,
388522,3307,
387885,3406,
388689,3312,
002948,3314,
388522,3306,
386717,3420,
388522,3307,
387639,3426,
388906,3304,
387153,0062,
388181,3411,
388528,3303,
388847,3306,
388177,3427,
388339,0051,
388139,3311,
386041,2014,
386167,3304,
388093,2016,
386998,3413,
388706,3302,
386587,3303,
387835,3313,
383114,3301,
387955,3419,
388214,3305,
384222,0039,
384743,3316,
388214,3305,
386167,3302,
386998,3410,
388264,3411,
387724,0090,
387805,0081,
384153,3304,
386998,3410,
388689,3312,
386696,2014,
386717,3313,
388263,3309,
387709,3306,
388641,3412,
387396,3308,
386587,3303,
002947,3311,
388597,1016,
388214,3305,
388122,3301,
387223,3314,
388422,3308,
388336,3313,
010366,3419,
387298,1040,
387880,3307,
388847,3306,
388555,3408,
385744,1077,
388907,3313,
388262,3412,
388539,3420,
386969,0139,
387961,0063,
388475,3303,
388262,3412,
387243,3315,
388177,0139,
386370,3419,
384723,0091,
388102,3416,
387792,3313,
388835,3311,
388303,3414,
388539,3420,
383657,3305,
002948,3314,
386865,0056,
388564,3422,
002947,3311,
387906,1040,
387719,3304,
388414,3314,
384675,3303,
388336,3313,
387103,3427,
002933,3305,
387214,3312,
388314,3303,
388336,3315,
388835,3306,
386786,3303,
387532,3302,
376615,3309,
388660,3312,
386338,3309,
388493,3306,
387583,3414,
387331,3406,
387948,3303,
388613,3411,
387912,3312,
386908,3310,
387885,3406,
386951,3302,
386167,3304,
388810,3310,
384405,3305,
388526,3314,
388199,0107,
386717,3408,
388657,3311,
388992,3306,
386149,3418,
388522,3307,
388290,3405,
386149,3418,
382719,3311,
388787,3424,
383239,3318,
388527,3314,
384377,3307,
002992,3308,
388657,3311,
388542,3306,
384517,3309,
375562,3415,
387243,3315,
386149,3418,
387906,1040,
387794,3303,
376615,3309,
386454,3314,
382719,3311,
383114,3301,
388336,3315,
388336,3313,
385489,0076,
388090,3313,
378823,1049,
002970,3000,
386865,0056,
386421,0157,
386922,3307,
385995,3303,
386602,3307,
387912,3303,
378411,3403,
385996,3427,
387948,3305,
388701,3312,
386167,3420,
388654,3420,
387825,1023,
388670,3401,
387178,3406,
387660,3411,
388824,3306,
387184,3303,
386786,3303,
387396,3308,
388925,3412,
388507,3421,
385897,3421,
388102,3416,
384743,3316,
388701,3308,
386167,3420,
387752,3305,
384889,3411,
387948,3303,
388412,3308,
387271,3412,
386969,0139,
384377,3307,
002910,3308,
388927,3305,
388835,3306,
386454,3314,
010366,3419,
386019,0009,
387991,3414,
388701,3302,
386717,3313,
388908,3304,
002948,3314,
388946,3308,
386922,3312,
388906,3313,
002969,3408,
384800,3318,
388812,3406,
388527,3314,
388555,3413,
387231,3307,
388881,0146,
388804,3311,
002993,3305,
386903,3314,
386149,3418,
388687,3312,
386969,0139,
387583,3414,
386167,3304,
381194,3304,
387793,3306,
388542,3310,
387231,3312,
387223,3307,
388789,3309,
385314,3316,
385439,0045,
381194,3304,
387191,3308,
388651,0105,
388521,3307,
378168,3301,
386569,1048,
387912,3312,
385225,3301,
387515,3308,
387012,3316,
388522,3306,
388927,3305,
386659,3302,
386019,3405,
388300,3316,
388526,3414,
388521,3307,
010366,3419,
387961,0063,
387231,3307,
388522,3306,
388907,3313,
386389,3422,
388522,3307,
386791,1060,
386763,1027,
388701,3302,
388484,3305,
383114,3301,
388701,3312,
387719,1065,
387869,3408,
387771,0171,
387243,3315,
376788,3301,
388484,3305,
388787,3424,
388522,3307,
387144,0160,
387719,3304,
386064,3420,
388261,3302,
386638,3313,
388634,3313,
387596,3305,
387979,3301,
386454,3309,
388706,3302,
386903,3314,
386977,1060,
386454,3314,
388629,3418,
387012,3316,
387014,3311,
385996,3427,
386878,3309,
387223,3314,
386970,3315,
388754,3414,
387231,3307,
386031,3307,
386443,3309,
388294,3309,
387223,3314,
387912,3312,
387912,3312,
386969,0161,
386373,3306,
386389,3310,
386638,3311,
385225,3425,
388522,3307,
386969,0161,
383114,3301,
387948,3303,
385864,3317,
388263,3309,
386167,3304,
388527,3314,
388785,3423,
387271,3412,
388787,3304,
388701,3308,
387792,3313,
388890,0100,
387014,3311,
388125,3413,
388881,0146,
388787,3424,
387231,3307,
388351,3305,
384317,0131,
385225,3425,
386390,3304,
385434,0045,
002910,3308,
386961,3306,
386373,3302,
387362,1060,
388199,1066,
388701,3308,
386795,3304,
384743,3316,
388237,3302,
387805,3312,
000000,3309,
388657,3311,
386966,3303,
388248,3302,
002792,3318,
387912,3303,
387989,3304,
388181,3411,
387948,3303,
387903,3421,
388849,3427,
386103,1055,
387620,3302,
387231,3307,
387809,3408,
388927,3305,
386031,3422,
380334,3410,
388908,3304,
002837,3317,
002954,0009,
387879,3302,
388906,3311,
388701,3302,
388687,3312,
386031,3422,
386969,0139,
